Cell_line	Replicate	Rep
MC-IXC	2	2
MC-IXC	3	2
MC116	1	2
MC116	2	2
MC116	3	2
MCF7	1	2
MCF7	2	2
MCF7	3	2
MDA-MB-157	1	2
MDA-MB-157	2	2
MDA-MB-157	3	2
MDA-MB-175-VII	1	2
MDA-MB-175-VII	2	2
MDA-MB-175-VII	3	2
MDA-MB-231	1	2
MDA-MB-231	2	2
MDA-MB-231	3	2
MDA-MB-330	1	2
MDA-MB-330	2	2
MDA-MB-330	3	2
MDA-MB-361	1	2
MDA-MB-361	2	2
MDA-MB-361	3	2
MDA-MB-415	1	2
MDA-MB-415	2	2
MDA-MB-415	3	2
MDA-MB-436	1	2
MDA-MB-436	2	2
MDA-MB-436	3	2
MDA-MB-453	1	2
MDA-MB-453	2	2
MDA-MB-453	3	2
MDA-MB-468	1	2
MDA-MB-468	2	2
MDA-MB-468	3	2
MDST8	1	2
MDST8	2	2
MDST8	3	2
ME-1	1	2
ME-1	2	2
ME-1	3	2
ME-180	1	2
ME-180	2	2
ME-180	3	2
MEG-01	1	2
MEG-01	2	2
MEG-01	3	2
MEL-HO	1	2
MEL-HO	2	2
MEL-HO	3	2
MEL-JUSO	1	2
MEL-JUSO	2	2
MEL-JUSO	3	2
MES-SA	1	2
MES-SA	2	2
MES-SA	3	2
MFE-280	1	2
MFE-280	2	2
MFE-280	3	2
MFE-296	1	2
MFE-296	2	2
MFE-296	3	2
MFE-319	1	2
MFE-319	2	2
MFE-319	3	2
MFH-ino	1	2
MFH-ino	2	2
MFH-ino	3	2
MFM-223	1	2
MFM-223	2	2
MFM-223	3	2
MG-63	1	2
MG-63	2	2
MG-63	3	2
MHH-CALL-2	1	2
MHH-CALL-2	2	2
MHH-CALL-2	3	2
MHH-CALL-4	1	2
MHH-CALL-4	2	2
MHH-CALL-4	3	2
MHH-ES-1	1	2
MHH-ES-1	2	2
MHH-ES-1	3	2
MHH-NB-11	1	2
MHH-NB-11	2	2
MHH-NB-11	3	2
MHH-PREB-1	1	2
MHH-PREB-1	2	2
MHH-PREB-1	3	2
MIA-PaCa-2	1	2
MIA-PaCa-2	2	2
MIA-PaCa-2	3	2
MKN1	1	2
MKN1	2	2
MKN1	3	2
MKN28	1	2
MKN28	2	2
MKN28	3	2
MKN45	1	2
MKN45	2	2
MKN45	3	2
MKN7	1	2
MKN7	2	2
MKN7	3	2
ML-1	1	2
ML-1	2	2
ML-1	3	2
ML-2	1	2
ML-2	2	2
ML-2	3	2
MLMA	1	2
MLMA	2	2
MLMA	3	2
MM1S	1	2
MM1S	2	2
MM1S	3	2
MMAc-SF	1	2
MMAc-SF	2	2
MMAc-SF	3	2
MN-60	1	2
MN-60	2	2
MN-60	3	2
MOG-G-CCM	1	2
MOG-G-CCM	2	2
MOG-G-CCM	3	2
MOG-G-UVW	1	2
MOG-G-UVW	2	2
MOG-G-UVW	3	2
MOLM-13	1	2
MOLM-13	2	2
MOLM-16	1	2
MOLM-16	2	2
MOLM-16	3	2
MOLP-8	1	2
MOLP-8	2	2
MOLP-8	3	2
MOLT-13	1	2
MOLT-13	2	2
MOLT-13	3	2
MOLT-16	1	2
MOLT-16	2	2
MOLT-16	3	2
MOLT-4	1	2
MOLT-4	2	2
MOLT-4	3	2
MONO-MAC-6	1	2
MONO-MAC-6	2	2
MONO-MAC-6	3	2
MPP-89	1	2
MPP-89	2	2
MPP-89	3	2
MRK-nu-1	1	2
MRK-nu-1	2	2
MRK-nu-1	3	2
MS-1	1	2
MS-1	2	2
MS-1	3	2
MS751	1	2
MS751	2	2
MS751	3	2
MSTO-211H	1	2
MSTO-211H	2	2
MSTO-211H	3	2
MV-4-11	1	2
MV-4-11	2	2
MV-4-11	3	2
MY-M12	1	2
MY-M12	2	2
MY-M12	3	2
MZ1-PC	1	2
MZ1-PC	2	2
MZ1-PC	3	2
MZ2-MEL	1	2
MZ2-MEL	2	2
MZ2-MEL	3	2
MZ7-mel	1	2
MZ7-mel	2	2
MZ7-mel	3	2
Mewo	1	2
Mewo	2	2
Mewo	3	2
Mo-T	1	2
Mo-T	2	2
Mo-T	3	2
NALM-6	1	2
NALM-6	2	2
NALM-6	3	2
NAMALWA	1	2
NAMALWA	2	2
NAMALWA	3	2
NB(TU)1-10	1	2
NB(TU)1-10	2	2
NB(TU)1-10	3	2
NB1	1	2
NB1	2	2
NB1	3	2
NB10	1	2
NB10	2	2
NB10	3	2
NB12	1	2
NB12	2	2
NB12	3	2
NB13	1	2
NB13	2	2
NB13	3	2
NB14	1	2
NB14	2	2
NB14	3	2
NB17	1	2
NB17	2	2
NB17	3	2
NB4	1	2
NB4	2	2
NB4	3	2
NB5	1	2
NB5	2	2
NB5	3	2
NB6	1	2
NB6	2	2
NB6	3	2
NB69	1	2
NB69	2	2
NB69	3	2
NB7	1	2
NB7	2	2
NB7	3	2
NCC010	1	2
NCC010	2	2
NCC010	3	2
NCC021	1	2
NCC021	2	2
NCC021	3	2
NCCIT	1	2
NCCIT	2	2
NCCIT	3	2
NCI-H1048	1	2
NCI-H1048	2	2
NCI-H1048	3	2
NCI-H1092	1	2
NCI-H1092	2	2
NCI-H1092	3	2
NCI-H1105	1	2
NCI-H1105	2	2
NCI-H1105	3	2
NCI-H1155	1	2
NCI-H1155	2	2
NCI-H1155	3	2
NCI-H1299	1	2
NCI-H1299	2	2
NCI-H1299	3	2
NCI-H1304	1	2
NCI-H1304	2	2
NCI-H1304	3	2
NCI-H1341	1	2
NCI-H1341	2	2
NCI-H1341	3	1
NCI-H1355	1	2
NCI-H1355	2	2
NCI-H1355	3	2
NCI-H1417	1	2
NCI-H1417	2	2
NCI-H1417	3	2
NCI-H1435	1	2
NCI-H1435	2	2
NCI-H1435	3	2
NCI-H1436	1	2
NCI-H1436	2	2
NCI-H1436	3	2
NCI-H1437	1	2
NCI-H1437	2	2
NCI-H1437	3	2
NCI-H146	1	2
NCI-H146	2	2
NCI-H146	3	2
NCI-H1563	1	2
NCI-H1563	2	2
NCI-H1563	3	2
NCI-H1568	1	2
NCI-H1568	2	2
NCI-H1568	3	2
NCI-H1573	1	2
NCI-H1573	2	2
NCI-H1573	3	2
NCI-H1581	1	2
NCI-H1581	2	2
NCI-H1581	3	2
NCI-H1623	1	2
NCI-H1623	2	2
NCI-H1623	3	2
NCI-H1648	1	2
NCI-H1648	2	2
NCI-H1648	3	2
NCI-H1650	1	2
NCI-H1650	2	2
NCI-H1651	1	2
NCI-H1651	2	2
NCI-H1651	3	2
NCI-H1666	1	2
NCI-H1666	2	2
NCI-H1666	3	2
NCI-H1688	1	2
NCI-H1688	2	2
NCI-H1688	3	2
NCI-H1693	1	2
NCI-H1693	2	2
NCI-H1693	3	2
NCI-H1694	1	2
NCI-H1694	2	2
NCI-H1694	3	2
NCI-H1703	1	2
NCI-H1703	2	2
NCI-H1703	3	2
NCI-H1734	1	2
NCI-H1734	2	2
NCI-H1734	3	2
NCI-H1755	1	2
NCI-H1755	2	2
NCI-H1755	3	2
NCI-H1770	1	2
NCI-H1770	2	2
NCI-H1770	3	2
NCI-H1781	1	2
NCI-H1781	2	2
NCI-H1781	3	2
NCI-H1792	1	2
NCI-H1792	2	2
NCI-H1792	3	2
NCI-H1793	1	2
NCI-H1793	2	2
NCI-H1793	3	2
NCI-H1836	1	2
NCI-H1836	2	2
NCI-H1836	3	2
NCI-H1838	1	2
NCI-H1838	2	2
NCI-H1838	3	2
NCI-H1869	1	2
NCI-H1869	2	2
NCI-H1869	3	2
NCI-H1876	1	2
NCI-H1876	2	2
NCI-H1876	3	2
NCI-H1915	1	2
NCI-H1915	2	2
NCI-H1915	3	2
NCI-H1944	1	2
NCI-H1944	2	2
NCI-H1944	3	2
NCI-H196	1	2
NCI-H196	2	2
NCI-H196	3	2
NCI-H1963	1	2
NCI-H1963	2	2
NCI-H1963	3	2
NCI-H1975	1	2
NCI-H1975	2	2
NCI-H1975	3	2
NCI-H1993	1	2
NCI-H1993	2	2
NCI-H1993	3	2
NCI-H2009	1	2
NCI-H2009	2	2
NCI-H2009	3	2
NCI-H2023	1	2
NCI-H2023	2	2
NCI-H2023	3	2
NCI-H2029	1	2
NCI-H2029	2	2
NCI-H2029	3	2
NCI-H2030	1	2
NCI-H2030	2	2
NCI-H2030	3	2
NCI-H2052	1	2
NCI-H2052	2	2
NCI-H2052	3	2
NCI-H2066	1	2
NCI-H2066	2	2
NCI-H2066	3	2
NCI-H2081	1	2
NCI-H2081	2	2
NCI-H2081	3	2
NCI-H2085	1	2
NCI-H2085	2	2
NCI-H2085	3	2
NCI-H2087	1	2
NCI-H2087	2	2
NCI-H2087	3	2
NCI-H209	1	2
NCI-H209	2	2
NCI-H209	3	2
NCI-H211	1	2
NCI-H211	2	2
NCI-H211	3	2
NCI-H2110	1	2
NCI-H2110	2	2
NCI-H2110	3	2
NCI-H2122	1	2
NCI-H2122	2	2
NCI-H2122	3	2
NCI-H2135	1	2
NCI-H2135	2	2
NCI-H2135	3	2
NCI-H2141	1	2
NCI-H2141	2	2
NCI-H2141	3	2
NCI-H2170	1	2
NCI-H2170	2	2
NCI-H2170	3	2
NCI-H2171	1	2
NCI-H2171	2	2
NCI-H2171	3	2
NCI-H2172	1	2
NCI-H2172	2	2
NCI-H2172	3	2
NCI-H2227	1	2
NCI-H2227	2	2
NCI-H2227	3	2
NCI-H2228	1	2
NCI-H2228	2	2
NCI-H2228	3	2
NCI-H226	1	2
NCI-H226	2	2
NCI-H226	3	2
NCI-H2291	1	2
NCI-H2291	2	2
NCI-H2291	3	2
NCI-H23	1	2
NCI-H23	2	2
NCI-H23	3	2
NCI-H2342	1	2
NCI-H2342	2	2
NCI-H2342	3	2
NCI-H2347	1	2
NCI-H2347	2	2
NCI-H2347	3	2
NCI-H2369	1	2
NCI-H2369	2	2
NCI-H2369	3	2
NCI-H2373	1	2
NCI-H2373	2	2
NCI-H2373	3	2
NCI-H2405	1	2
NCI-H2405	2	2
NCI-H2405	3	2
NCI-H2444	1	2
NCI-H2444	2	2
NCI-H2444	3	2
NCI-H2452	1	2
NCI-H2452	2	2
NCI-H2452	3	2
NCI-H2461	1	2
NCI-H2461	2	2
NCI-H2461	3	2
NCI-H250	1	2
NCI-H250	2	2
NCI-H250	3	2
NCI-H2591	1	2
NCI-H2591	2	2
NCI-H2591	3	2
NCI-H2595	1	2
NCI-H2595	2	2
NCI-H2595	3	2
NCI-H2722	1	2
NCI-H2722	2	2
NCI-H2722	3	2
NCI-H2731	1	2
NCI-H2731	2	2
NCI-H2731	3	2
NCI-H2795	1	2
NCI-H2795	2	2
NCI-H2795	3	2
NCI-H28	1	2
NCI-H28	2	2
NCI-H28	3	2
NCI-H2803	1	2
NCI-H2803	2	2
NCI-H2803	3	2
NCI-H2804	1	2
NCI-H2804	2	2
NCI-H2804	3	2
NCI-H2810	1	2
NCI-H2810	2	2
NCI-H2810	3	2
NCI-H2818	1	2
NCI-H2818	2	2
NCI-H2818	3	1
NCI-H2869	1	2
NCI-H2869	2	2
NCI-H2869	3	2
NCI-H290	1	2
NCI-H290	2	2
NCI-H290	3	2
NCI-H292	1	2
NCI-H292	2	2
NCI-H292	3	2
NCI-H3118	1	2
NCI-H3118	2	2
NCI-H3118	3	2
NCI-H3122	1	2
NCI-H3122	2	2
NCI-H3122	3	2
NCI-H322M	1	2
NCI-H322M	2	2
NCI-H322M	3	2
NCI-H345	1	2
NCI-H345	2	2
NCI-H345	3	2
NCI-H358	1	2
NCI-H358	2	2
NCI-H358	3	2
NCI-H378	1	2
NCI-H378	2	2
NCI-H378	3	2
NCI-H441	1	2
NCI-H441	2	2
NCI-H441	3	2
NCI-H446	1	2
NCI-H446	2	2
NCI-H446	3	2
NCI-H460	1	2
NCI-H460	2	2
NCI-H460	3	2
NCI-H508	1	2
NCI-H508	2	2
NCI-H508	3	2
NCI-H510A	1	2
NCI-H510A	2	2
NCI-H510A	3	2
NCI-H513	1	2
NCI-H513	2	2
NCI-H513	3	2
NCI-H520	1	2
NCI-H520	2	2
NCI-H520	3	2
NCI-H522	1	2
NCI-H522	2	2
NCI-H522	3	2
NCI-H524	1	2
NCI-H524	2	2
NCI-H524	3	2
NCI-H526	1	2
NCI-H526	2	2
NCI-H526	3	2
NCI-H596	1	2
NCI-H596	2	2
NCI-H596	3	2
NCI-H64	1	2
NCI-H64	2	2
NCI-H64	3	2
NCI-H647	1	2
NCI-H647	2	2
NCI-H647	3	2
NCI-H650	1	2
NCI-H650	2	2
NCI-H650	3	2
NCI-H660	1	2
NCI-H660	2	2
NCI-H660	3	2
NCI-H661	1	2
NCI-H661	2	2
NCI-H661	3	2
NCI-H69	1	2
NCI-H69	2	2
NCI-H69	3	2
NCI-H716	1	2
NCI-H716	2	2
NCI-H716	3	2
NCI-H720	1	2
NCI-H720	2	2
NCI-H720	3	2
NCI-H727	1	2
NCI-H727	2	2
NCI-H727	3	2
NCI-H740	1	2
NCI-H740	2	2
NCI-H740	3	2
NCI-H747	1	2
NCI-H747	2	2
NCI-H747	3	2
NCI-H748	1	2
NCI-H748	2	2
NCI-H748	3	2
NCI-H810	1	2
NCI-H810	2	2
NCI-H810	3	2
NCI-H82	1	2
NCI-H82	2	2
NCI-H82	3	2
NCI-H835	1	2
NCI-H835	2	2
NCI-H835	3	2
NCI-H838	1	2
NCI-H838	2	2
NCI-H838	3	2
NCI-H841	1	2
NCI-H841	2	2
NCI-H841	3	2
NCI-H847	1	2
NCI-H847	2	2
NCI-H847	3	2
NCI-H929	1	2
NCI-H929	2	2
NCI-H929	3	2
NCI-N87	1	2
NCI-N87	2	2
NCI-N87	3	2
NEC8	1	2
NEC8	2	2
NEC8	3	2
NH-12	1	2
NH-12	2	2
NH-12	3	2
NK-92MI	1	2
NK-92MI	2	2
NK-92MI	3	2
NKM-1	1	2
NKM-1	2	2
NKM-1	3	2
NMC-G1	1	2
NMC-G1	2	2
NMC-G1	3	2
NOMO-1	1	2
NOMO-1	2	2
NOMO-1	3	2
NOS-1	1	2
NOS-1	2	2
NOS-1	3	2
NTERA-2-cl-D1	1	2
NTERA-2-cl-D1	2	2
NTERA-2-cl-D1	3	2
NU-DUL-1	1	2
NU-DUL-1	2	2
NU-DUL-1	3	2
NUGC-3	1	2
NUGC-3	2	2
NUGC-3	3	2
NUGC-4	1	2
NUGC-4	2	2
NUGC-4	3	2
NY	1	2
NY	2	2
NY	3	2
OACM5-1	1	2
OACM5-1	2	2
OACM5-1	3	2
OACp4C	1	2
OACp4C	2	2
OACp4C	3	2
OAW-28	1	2
OAW-28	2	2
OAW-28	3	2
OAW-42	1	2
OAW-42	2	2
OAW-42	3	2
OC-314	1	2
OC-314	2	2
OC-314	3	2
OCI-AML2	1	2
OCI-AML2	2	2
OCI-AML2	3	2
OCI-AML3	1	2
OCI-AML3	2	2
OCI-AML3	3	2
OCI-AML5	1	2
OCI-AML5	2	2
OCI-AML5	3	2
OCI-LY-19	1	2
OCI-LY-19	2	2
OCI-LY-19	3	2
OCI-LY7	1	2
OCI-LY7	2	2
OCI-LY7	3	2
OCI-M1	1	2
OCI-M1	2	2
OCI-M1	3	2
OCUB-M	1	2
OCUB-M	2	2
OCUB-M	3	2
OCUM-1	1	2
OCUM-1	2	2
OCUM-1	3	2
OE19	1	2
OE19	2	2
OE19	3	2
OE21	1	2
OE21	2	2
OE21	3	2
OE33	1	2
OE33	2	2
OE33	3	2
OMC-1	1	2
OMC-1	2	2
OMC-1	3	2
ONS-76	1	2
ONS-76	2	2
ONS-76	3	2
OPM-2	1	2
OPM-2	2	2
OPM-2	3	2
OS-RC-2	1	2
OS-RC-2	2	2
OS-RC-2	3	2
OSC-19	1	2
OSC-19	2	2
OSC-19	3	2
OSC-20	1	2
OSC-20	2	2
OSC-20	3	2
OV-17R	1	2
OV-17R	2	2
OV-17R	3	2
OV-56	1	2
OV-56	2	2
OV-56	3	2
OV-7	1	2
OV-7	2	2
OV-7	3	2
OV-90	1	2
OV-90	2	2
OV-90	3	2
OVCA420	1	2
OVCA420	2	2
OVCA420	3	2
OVCA433	1	2
OVCA433	2	2
OVCA433	3	2
OVCAR-3	1	2
OVCAR-3	2	2
OVCAR-3	3	2
OVCAR-4	1	2
OVCAR-4	2	2
OVCAR-4	3	2
OVCAR-5	1	2
OVCAR-5	2	2
OVCAR-5	3	2
OVCAR-8	1	2
OVCAR-8	2	2
OVCAR-8	3	2
OVISE	1	2
OVISE	2	2
OVISE	3	2
OVK-18	1	2
OVK-18	2	2
OVK-18	3	2
OVKATE	1	2
OVKATE	2	2
OVKATE	3	2
OVMIU	1	2
OVMIU	2	2
OVMIU	3	2
OVTOKO	1	2
OVTOKO	2	2
OVTOKO	3	2
P12-ICHIKAWA	1	2
P12-ICHIKAWA	2	2
P12-ICHIKAWA	3	2
P30-OHK	1	2
P30-OHK	2	2
P30-OHK	3	2
P31-FUJ	1	2
P31-FUJ	2	2
P31-FUJ	3	2
P32-ISH	1	2
P32-ISH	2	2
P32-ISH	3	2
PA-1	1	2
PA-1	2	2
PA-1	3	2
PA-TU-8902	1	2
PA-TU-8902	2	2
PA-TU-8902	3	2
PA-TU-8988T	1	2
PA-TU-8988T	2	2
PA-TU-8988T	3	2
PANC-02-03	1	2
PANC-02-03	2	2
PANC-02-03	3	2
PANC-03-27	1	2
PANC-03-27	2	2
PANC-03-27	3	2
PANC-04-03	1	2
PANC-04-03	2	2
PANC-04-03	3	2
PANC-08-13	1	2
PANC-08-13	2	2
PANC-08-13	3	2
PANC-10-05	1	2
PANC-10-05	2	2
PANC-10-05	3	2
PC-14	1	2
PC-14	2	2
PC-14	3	2
PC-3	1	2
PC-3	2	2
PC-3	3	2
PC-3_[JPC-3]	1	2
PC-3_[JPC-3]	2	2
PC-3_[JPC-3]	3	2
PCI-15A	1	2
PCI-15A	2	2
PCI-15A	3	2
PCI-30	1	2
PCI-30	2	2
PCI-30	3	2
PCI-38	1	2
PCI-38	2	2
PCI-38	3	2
PCI-4B	1	2
PCI-4B	2	2
PCI-4B	3	2
PCI-6A	1	2
PCI-6A	2	2
PCI-6A	3	2
PE-CA-PJ15	1	2
PE-CA-PJ15	2	2
PE-CA-PJ15	3	2
PEO1	1	2
PEO1	2	2
PEO1	3	2
PF-382	1	2
PF-382	2	2
PF-382	3	2
PFSK-1	1	2
PFSK-1	2	2
PFSK-1	3	2
PL-21	1	2
PL-21	2	2
PL-21	3	2
PL18	1	2
PL18	2	2
PL18	3	2
PL4	1	2
PL4	2	2
PL4	3	2
PSN1	1	2
PSN1	2	2
PSN1	3	2
PWR-1E	1	2
PWR-1E	2	2
PWR-1E	3	2
QGP-1	1	2
QGP-1	2	2
QGP-1	3	2
QIMR-WIL	1	2
QIMR-WIL	2	2
QIMR-WIL	3	2
RC-K8	1	2
RC-K8	2	2
RC-K8	3	2
RCC-AB	1	2
RCC-AB	2	2
RCC-AB	3	2
RCC-ER	1	2
RCC-ER	2	2
RCC-ER	3	2
RCC-FG2	1	2
RCC-FG2	2	2
RCC-FG2	3	2
RCC-JF	1	2
RCC-JF	2	2
RCC-JF	3	2
RCC-JW	1	2
RCC-JW	2	2
RCC-JW	3	2
RCC-MF	1	2
RCC-MF	2	2
RCC-MF	3	2
RCC10RGB	1	2
RCC10RGB	2	2
RCC10RGB	3	2
RCH-ACV	1	2
RCH-ACV	2	2
RCH-ACV	3	2
RCM-1	1	2
RCM-1	2	2
RCM-1	3	2
RD	1	2
RD	2	2
RD	3	2
REH	1	2
REH	2	2
REH	3	2
RERF-GC-1B	1	2
RERF-GC-1B	2	2
RERF-GC-1B	3	2
RERF-LC-KJ	1	2
RERF-LC-KJ	2	2
RERF-LC-KJ	3	2
RERF-LC-MS	1	2
RERF-LC-MS	2	2
RERF-LC-MS	3	2
RERF-LC-Sq1	1	2
RERF-LC-Sq1	2	2
RERF-LC-Sq1	3	2
RF-48	1	2
RF-48	2	2
RF-48	3	2
RH-1	1	2
RH-1	2	2
RH-1	3	2
RH-18	1	2
RH-18	2	2
RH-18	3	2
RH-41	1	2
RH-41	2	2
RH-41	3	2
RKN	1	2
RKN	2	2
RKN	3	2
RKO	1	2
RKO	2	2
RKO	3	2
RL	1	2
RL	2	2
RL	3	2
RL95-2	1	2
RL95-2	2	2
RL95-2	3	2
RMG-I	1	2
RMG-I	2	2
RMG-I	3	2
RO82-W-1	1	2
RO82-W-1	2	2
RO82-W-1	3	2
ROS-50	1	2
ROS-50	2	2
ROS-50	3	2
RPMI-6666	1	2
RPMI-6666	2	2
RPMI-6666	3	2
RPMI-7951	1	2
RPMI-7951	2	2
RPMI-7951	3	2
RPMI-8226	1	2
RPMI-8226	2	2
RPMI-8226	3	2
RPMI-8402	1	2
RPMI-8402	2	2
RPMI-8402	3	2
RPMI-8866	1	2
RPMI-8866	2	2
RPMI-8866	3	2
RS4-11	1	2
RS4-11	2	2
RS4-11	3	2
RT-112	1	2
RT-112	2	2
RT-112	3	2
RT4	1	2
RT4	2	2
RT4	3	2
RVH-421	1	2
RVH-421	2	2
RVH-421	3	2
RXF393	1	2
RXF393	2	2
RXF393	3	2
Raji	1	2
Raji	2	2
Raji	3	2
Ramos-2G6-4C10	1	2
Ramos-2G6-4C10	2	2
Ramos-2G6-4C10	3	2
SAS	1	2
SAS	2	2
SAS	3	2
SAT	1	2
SAT	2	2
SAT	3	2
SBC-1	1	2
SBC-1	2	2
SBC-1	3	2
SBC-3	1	2
SBC-3	2	2
SBC-3	3	2
SBC-5	1	2
SBC-5	2	2
SBC-5	3	2
SCC-15	1	2
SCC-15	2	2
SCC-15	3	2
SCC-25	1	2
SCC-25	2	2
SCC-25	3	2
SCC-3	1	2
SCC-3	2	2
SCC-3	3	2
SCC-4	1	2
SCC-4	2	2
SCC-4	3	2
SCC-9	1	2
SCC-9	2	2
SCC-9	3	2
SCC90	1	2
SCC90	2	2
SCC90	3	2
SCH	1	2
SCH	2	2
SCH	3	2
SF126	1	2
SF126	2	2
SF126	3	2
SF268	1	2
SF268	2	2
SF268	3	2
SF295	1	2
SF295	2	2
SF295	3	2
SF539	1	2
SF539	2	2
SF539	3	2
SH-4	1	2
SH-4	2	2
SH-4	3	2
SHP-77	1	2
SHP-77	2	2
SHP-77	3	2
SIG-M5	1	2
SIG-M5	2	2
SIG-M5	3	2
SIMA	1	2
SIMA	2	2
SIMA	3	2
SISO	1	2
SISO	2	2
SISO	3	2
SJRH30	1	2
SJRH30	2	2
SJRH30	3	2
SJSA-1	1	2
SJSA-1	2	2
SJSA-1	3	2
SK-CO-1	1	2
SK-CO-1	2	2
SK-CO-1	3	2
SK-ES-1	1	2
SK-ES-1	2	2
SK-ES-1	3	2
SK-GT-2	1	2
SK-GT-2	2	2
SK-GT-2	3	2
SK-GT-4	1	2
SK-GT-4	2	2
SK-GT-4	3	2
SK-HEP-1	1	2
SK-HEP-1	2	2
SK-HEP-1	3	2
SK-LMS-1	1	2
SK-LMS-1	2	2
SK-LMS-1	3	2
SK-LU-1	1	2
SK-LU-1	2	2
SK-LU-1	3	2
SK-MEL-1	1	2
SK-MEL-1	2	2
SK-MEL-1	3	2
SK-MEL-2	1	2
SK-MEL-2	2	2
SK-MEL-2	3	2
SK-MEL-24	1	2
SK-MEL-24	2	2
SK-MEL-24	3	2
SK-MEL-28	1	2
SK-MEL-28	2	2
SK-MEL-28	3	2
SK-MEL-3	1	2
SK-MEL-3	2	2
SK-MEL-3	3	2
SK-MEL-30	1	2
SK-MEL-30	2	2
SK-MEL-30	3	2
SK-MEL-5	1	2
SK-MEL-5	2	2
SK-MEL-5	3	2
SK-MES-1	1	2
SK-MES-1	2	2
SK-MES-1	3	2
SK-MG-1	1	2
SK-MG-1	2	2
SK-MG-1	3	2
SK-MM-2	1	2
SK-MM-2	2	2
SK-MM-2	3	2
SK-N-AS	1	2
SK-N-AS	2	2
SK-N-AS	3	2
SK-N-DZ	1	2
SK-N-DZ	2	2
SK-N-DZ	3	2
SK-N-FI	1	2
SK-N-FI	2	2
SK-N-FI	3	2
SK-N-SH	1	2
SK-N-SH	2	2
SK-N-SH	3	2
SK-OV-3	1	2
SK-OV-3	2	2
SK-OV-3	3	2
SK-PN-DW	1	2
SK-PN-DW	2	2
SK-PN-DW	3	2
SK-UT-1	1	2
SK-UT-1	2	2
SK-UT-1	3	2
SKG-IIIa	1	2
SKG-IIIa	2	2
SKG-IIIa	3	2
SKM-1	1	2
SKM-1	2	2
SKM-1	3	2
SKN	1	2
SKN	2	2
SKN	3	2
SKN-3	1	2
SKN-3	2	2
SKN-3	3	2
SLVL	1	2
SLVL	2	2
SLVL	3	2
SN12C	1	2
SN12C	2	2
SN12C	3	2
SNB75	1	2
SNB75	2	2
SNB75	3	2
SNG-M	1	2
SNG-M	2	2
SNG-M	3	2
SNU-1	1	2
SNU-1	2	2
SNU-1	3	2
SNU-1040	1	2
SNU-1040	2	2
SNU-1040	3	2
SNU-16	1	2
SNU-16	2	2
SNU-16	3	2
SNU-175	1	2
SNU-175	2	2
SNU-175	3	2
SNU-182	1	2
SNU-182	2	2
SNU-182	3	2
SNU-283	1	2
SNU-283	2	2
SNU-283	3	2
SNU-387	1	2
SNU-387	2	2
SNU-387	3	2
SNU-398	1	2
SNU-398	2	2
SNU-398	3	2
SNU-407	1	2
SNU-407	2	2
SNU-407	3	2
SNU-423	1	2
SNU-423	2	2
SNU-423	3	2
SNU-449	1	2
SNU-449	2	2
SNU-449	3	2
SNU-475	1	2
SNU-475	2	2
SNU-475	3	2
SNU-5	1	2
SNU-5	2	2
SNU-5	3	2
SNU-61	1	2
SNU-61	2	2
SNU-61	3	2
SNU-81	1	2
SNU-81	2	2
SNU-81	3	2
SNU-C1	1	2
SNU-C1	2	2
SNU-C1	3	2
SNU-C2B	1	2
SNU-C2B	2	2
SNU-C2B	3	2
SNU-C5	1	2
SNU-C5	2	2
SNU-C5	3	2
SR	1	2
SR	2	2
SR	3	2
ST486	1	2
ST486	2	2
ST486	3	2
STS-0421	1	2
STS-0421	2	2
STS-0421	3	2
SU-DHL-1	1	2
SU-DHL-1	2	2
SU-DHL-1	3	2
SU-DHL-10	1	2
SU-DHL-10	2	2
SU-DHL-10	3	2
SU-DHL-16	1	2
SU-DHL-16	2	2
SU-DHL-16	3	2
SU-DHL-4	1	2
SU-DHL-4	2	2
SU-DHL-4	3	2
SU-DHL-6	1	2
SU-DHL-6	2	2
SU-DHL-6	3	2
SU-DHL-8	1	2
SU-DHL-8	2	2
SU-DHL-8	3	2
SU8686	1	2
SU8686	2	2
SU8686	3	2
SUIT-2	1	2
SUIT-2	2	2
SUIT-2	3	2
SUP-B15	1	2
SUP-B15	2	2
SUP-B15	3	2
SUP-B8	1	2
SUP-B8	2	2
SUP-B8	3	2
SUP-HD1	1	2
SUP-HD1	2	2
SUP-HD1	3	2
SUP-M2	1	2
SUP-M2	2	2
SUP-M2	3	2
SUP-T1	1	2
SUP-T1	2	2
SUP-T1	3	2
SW1088	1	2
SW1088	2	2
SW1088	3	2
SW1116	1	2
SW1116	2	2
SW1116	3	2
SW1271	1	2
SW1271	2	2
SW1271	3	2
SW13	1	2
SW13	2	2
SW13	3	2
SW1417	1	2
SW1417	2	2
SW1417	3	2
SW1463	1	2
SW1463	2	2
SW1463	3	2
SW156	1	2
SW156	2	2
SW156	3	2
SW1573	1	2
SW1573	2	2
SW1573	3	2
SW1710	1	2
SW1710	2	2
SW1710	3	2
SW1783	1	2
SW1783	2	2
SW1783	3	2
SW1990	1	2
SW1990	2	2
SW1990	3	2
SW48	1	2
SW48	2	2
SW48	3	2
SW620	1	2
SW620	2	2
SW620	3	2
SW626	1	2
SW626	2	2
SW626	3	2
SW684	1	2
SW684	2	2
SW684	3	2
SW756	1	2
SW756	2	2
SW756	3	2
SW780	1	2
SW780	2	2
SW780	3	2
SW837	1	2
SW837	2	2
SW837	3	2
